Tag,Keyword,Attribute name,VR,Field name of a table,Type,Size if settings
00541100,RandomsCorrectionMethod,Randoms Correction Method,CS,randoms_correction_method,String,128
00541101,AttenuationCorrectionMethod,Attenuation Correction Method,LO,attenuation_correction_method,String,512
00541102,DecayCorrection,Decay Correction,CS,decay_correction,String,128
00541103,ReconstructionMethod,Reconstruction Method,LO,reconstruction_method,String,512
00541104,DetectorLinesOfResponseUsed,Detector Lines of Response Used,LO,detector_lines_of_response_used,String,512
00541105,ScatterCorrectionMethod,Scatter Correction Method,LO,scatter_correction_method,String,512
00541200,AxialAcceptance,Axial Acceptance,DS,axial_acceptance,String,128
00541201,AxialMash,Axial Mash,IS,axial_mash,String,96
00541202,TransverseMash,Transverse Mash,IS,transverse_mash,String,96
00541203,DetectorElementSize,Detector Element Size,DS,detector_element_size,String,128
00541210,CoincidenceWindowWidth,Coincidence Window Width,DS,coincidence_window_width,String,128
00541220,SecondaryCountsType,Secondary Counts Type,CS,secondary_counts_type,String,128
00541300,FrameReferenceTime,Frame Reference Time,DS,frame_reference_time,String,128
00541310,PrimaryPromptsCountsAccumulated,Primary (Prompts) Counts Accumulated,IS,primary_prompts_counts_accumulated,String,96
00541311,SecondaryCountsAccumulated,Secondary Counts Accumulated,IS,secondary_counts_accumulated,String,96
00541320,SliceSensitivityFactor,Slice Sensitivity Factor,DS,slice_sensitivity_factor,String,128
00541321,DecayFactor,Decay Factor,DS,decay_factor,String,128
00541322,DoseCalibrationFactor,Dose Calibration Factor,DS,dose_calibration_factor,String,128
00541323,ScatterFractionFactor,Scatter Fraction Factor,DS,scatter_fraction_factor,String,128
00541324,DeadTimeFactor,Dead Time Factor,DS,dead_time_factor,String,128
00541330,ImageIndex,Image Index,US,image_index,String,16
00541400,CountsIncluded,Counts Included,CS,counts_included,String,128
00541401,DeadTimeCorrectionFlag,Dead Time Correction Flag,CS,dead_time_correction_flag,String,128
00603000,HistogramSequence,Histogram Sequence,SQ,histogram_sequence,String,128
00603002,HistogramNumberOfBins,Histogram Number of Bins,US,histogram_number_of_bins,String,16
00603004,HistogramFirstBinValue,Histogram First Bin Value,US or SS,histogram_first_bin_value,String,16
00603006,HistogramLastBinValue,Histogram Last Bin Value,US or SS,histogram_last_bin_value,String,16
00603008,HistogramBinWidth,Histogram Bin Width,US,histogram_bin_width,String,16
00603010,HistogramExplanation,Histogram Explanation,LO,histogram_explanation,String,512
00603020,HistogramData,Histogram Data,UL,histogram_data,String,32
00620001,SegmentationType,Segmentation Type,CS,segmentation_type,String,128
00620002,SegmentSequence,Segment Sequence,SQ,segment_sequence,String,128
00620003,SegmentedPropertyCategoryCodeSequence,Segmented Property Category Code Sequence,SQ,segmented_property_category_code_sequence,String,128
00620004,SegmentNumber,Segment Number,US,segment_number,String,16
00620005,SegmentLabel,Segment Label,LO,segment_label,String,512
00620006,SegmentDescription,Segment Description,ST,segment_description,Text
00620007,SegmentationAlgorithmIdentificationSequence,Segmentation Algorithm Identification Sequence,SQ,segmentation_algorithm_identification_sequence,String,128
00620008,SegmentAlgorithmType,Segment Algorithm Type,CS,segment_algorithm_type,String,128
00620009,SegmentAlgorithmName,Segment Algorithm Name,LO,segment_algorithm_name,String,512
0062000A,SegmentIdentificationSequence,Segment Identification Sequence,SQ,segment_identification_sequence,String,128
0062000B,ReferencedSegmentNumber,Referenced Segment Number,US,referenced_segment_number,String,16
0062000C,RecommendedDisplayGrayscaleValue,Recommended Display Grayscale Value,US,recommended_display_grayscale_value,String,16
0062000D,RecommendedDisplayCIELabValue,Recommended Display CIELab Value,US,recommended_display_cielab_value,String,16
0062000E,MaximumFractionalValue,Maximum Fractional Value,US,maximum_fractional_value,String,16
0062000F,SegmentedPropertyTypeCodeSequence,Segmented Property Type Code Sequence,SQ,segmented_property_type_code_sequence,String,128
00620010,SegmentationFractionalType,Segmentation Fractional Type,CS,segmentation_fractional_type,String,128
00620011,SegmentedPropertyTypeModifierCodeSequence,Segmented Property Type Modifier Code Sequence,SQ,segmented_property_type_modifier_code_sequence,String,128
00620012,UsedSegmentsSequence,Used Segments Sequence,SQ,used_segments_sequence,String,128
00620013,SegmentsOverlap,Segments Overlap,CS,segments_overlap,String,128
00620020,TrackingID,Tracking ID,UT,tracking_id,Text
00620021,TrackingUID,Tracking UID,UI,tracking_uid,String,512
00640002,DeformableRegistrationSequence,Deformable Registration Sequence,SQ,deformable_registration_sequence,String,128
00640003,SourceFrameOfReferenceUID,Source Frame of Reference UID,UI,source_frame_of_reference_uid,String,512
00640005,DeformableRegistrationGridSequence,Deformable Registration Grid Sequence,SQ,deformable_registration_grid_sequence,String,128
00640007,GridDimensions,Grid Dimensions,UL,grid_dimensions,String,32
00640008,GridResolution,Grid Resolution,FD,grid_resolution,String,64
00640009,VectorGridData,Vector Grid Data,OF,vector_grid_data,String,128
0064000F,PreDeformationMatrixRegistrationSequence,Pre Deformation Matrix Registration Sequence,SQ,pre_deformation_matrix_registration_sequence,String,128
00640010,PostDeformationMatrixRegistrationSequence,Post Deformation Matrix Registration Sequence,SQ,post_deformation_matrix_registration_sequence,String,128
00660001,NumberOfSurfaces,Number of Surfaces,UL,number_of_surfaces,String,32
00660002,SurfaceSequence,Surface Sequence,SQ,surface_sequence,String,128
00660003,SurfaceNumber,Surface Number,UL,surface_number,String,32
00660004,SurfaceComments,Surface Comments,LT,surface_comments,Text
00660009,SurfaceProcessing,Surface Processing,CS,surface_processing,String,128
0066000A,SurfaceProcessingRatio,Surface Processing Ratio,FL,surface_processing_ratio,String,32
0066000B,SurfaceProcessingDescription,Surface Processing Description,LO,surface_processing_description,String,512
0066000C,RecommendedPresentationOpacity,Recommended Presentation Opacity,FL,recommended_presentation_opacity,String,32
0066000D,RecommendedPresentationType,Recommended Presentation Type,CS,recommended_presentation_type,String,128
0066000E,FiniteVolume,Finite Volume,CS,finite_volume,String,128
00660010,Manifold,Manifold,CS,manifold,String,128
00660011,SurfacePointsSequence,Surface Points Sequence,SQ,surface_points_sequence,String,128
00660012,SurfacePointsNormalsSequence,Surface Points Normals Sequence,SQ,surface_points_normals_sequence,String,128
00660013,SurfaceMeshPrimitivesSequence,Surface Mesh Primitives Sequence,SQ,surface_mesh_primitives_sequence,String,128
00660015,NumberOfSurfacePoints,Number of Surface Points,UL,number_of_surface_points,String,32
00660016,PointCoordinatesData,Point Coordinates Data,OF,point_coordinates_data,String,128
00660017,PointPositionAccuracy,Point Position Accuracy,FL,point_position_accuracy,String,32
00660018,MeanPointDistance,Mean Point Distance,FL,mean_point_distance,String,32
00660019,MaximumPointDistance,Maximum Point Distance,FL,maximum_point_distance,String,32
0066001A,PointsBoundingBoxCoordinates,Points Bounding Box Coordinates,FL,points_bounding_box_coordinates,String,32
0066001B,AxisOfRotation,Axis of Rotation,FL,axis_of_rotation,String,32
0066001C,CenterOfRotation,Center of Rotation,FL,center_of_rotation,String,32
0066001E,NumberOfVectors,Number of Vectors,UL,number_of_vectors,String,32
0066001F,VectorDimensionality,Vector Dimensionality,US,vector_dimensionality,String,16
00660020,VectorAccuracy,Vector Accuracy,FL,vector_accuracy,String,32
00660021,VectorCoordinateData,Vector Coordinate Data,OF,vector_coordinate_data,String,128
00660023,TrianglePointIndexList,Triangle Point Index List,OW,triangle_point_index_list,String,64
00660024,EdgePointIndexList,Edge Point Index List,OW,edge_point_index_list,String,64
00660025,VertexPointIndexList,Vertex Point Index List,OW,vertex_point_index_list,String,64
00660026,TriangleStripSequence,Triangle Strip Sequence,SQ,triangle_strip_sequence,String,128
00660027,TriangleFanSequence,Triangle Fan Sequence,SQ,triangle_fan_sequence,String,128
00660028,LineSequence,Line Sequence,SQ,line_sequence,String,128
00660029,PrimitivePointIndexList,Primitive Point Index List,OW,primitive_point_index_list,String,64
0066002A,SurfaceCount,Surface Count,UL,surface_count,String,32
0066002B,ReferencedSurfaceSequence,Referenced Surface Sequence,SQ,referenced_surface_sequence,String,128
0066002C,ReferencedSurfaceNumber,Referenced Surface Number,UL,referenced_surface_number,String,32
0066002D,SegmentSurfaceGenerationAlgorithmIdentificationSequence,Segment Surface Generation Algorithm Identification Sequence,SQ,segment_surface_generation_algorithm_identification_sequence,String,128
0066002E,SegmentSurfaceSourceInstanceSequence,Segment Surface Source Instance Sequence,SQ,segment_surface_source_instance_sequence,String,128
0066002F,AlgorithmFamilyCodeSequence,Algorithm Family Code Sequence,SQ,algorithm_family_code_sequence,String,128
00660030,AlgorithmNameCodeSequence,Algorithm Name Code Sequence,SQ,algorithm_name_code_sequence,String,128
00660031,AlgorithmVersion,Algorithm Version,LO,algorithm_version,String,512
00660032,AlgorithmParameters,Algorithm Parameters,LT,algorithm_parameters,Text
00660034,FacetSequence,Facet Sequence,SQ,facet_sequence,String,128
00660035,SurfaceProcessingAlgorithmIdentificationSequence,Surface Processing Algorithm Identification Sequence,SQ,surface_processing_algorithm_identification_sequence,String,128
00660036,AlgorithmName,Algorithm Name,LO,algorithm_name,String,512
00660037,RecommendedPointRadius,Recommended Point Radius,FL,recommended_point_radius,String,32
00660038,RecommendedLineThickness,Recommended Line Thickness,FL,recommended_line_thickness,String,32
00660040,LongPrimitivePointIndexList,Long Primitive Point Index List,OL,long_primitive_point_index_list,String,64
00660041,LongTrianglePointIndexList,Long Triangle Point Index List,OL,long_triangle_point_index_list,String,64
00660042,LongEdgePointIndexList,Long Edge Point Index List,OL,long_edge_point_index_list,String,64
00660043,LongVertexPointIndexList,Long Vertex Point Index List,OL,long_vertex_point_index_list,String,64
00660101,TrackSetSequence,Track Set Sequence,SQ,track_set_sequence,String,128
00660102,TrackSequence,Track Sequence,SQ,track_sequence,String,128
00660103,RecommendedDisplayCIELabValueList,Recommended Display CIELab Value List,OW,recommended_display_cielab_value_list,String,64
00660104,TrackingAlgorithmIdentificationSequence,Tracking Algorithm Identification Sequence,SQ,tracking_algorithm_identification_sequence,String,128
00660105,TrackSetNumber,Track Set Number,UL,track_set_number,String,32
00660106,TrackSetLabel,Track Set Label,LO,track_set_label,String,512
00660107,TrackSetDescription,Track Set Description,UT,track_set_description,Text
00660108,TrackSetAnatomicalTypeCodeSequence,Track Set Anatomical Type Code Sequence,SQ,track_set_anatomical_type_code_sequence,String,128
00660121,MeasurementsSequence,Measurements Sequence,SQ,measurements_sequence,String,128
00660124,TrackSetStatisticsSequence,Track Set Statistics Sequence,SQ,track_set_statistics_sequence,String,128
00660125,FloatingPointValues,Floating Point Values,OF,floating_point_values,String,128
00660129,TrackPointIndexList,Track Point Index List,OL,track_point_index_list,String,64
00660130,TrackStatisticsSequence,Track Statistics Sequence,SQ,track_statistics_sequence,String,128
00660132,MeasurementValuesSequence,Measurement Values Sequence,SQ,measurement_values_sequence,String,128
00660133,DiffusionAcquisitionCodeSequence,Diffusion Acquisition Code Sequence,SQ,diffusion_acquisition_code_sequence,String,128
00660134,DiffusionModelCodeSequence,Diffusion Model Code Sequence,SQ,diffusion_model_code_sequence,String,128
00686210,ImplantSize,Implant Size,LO,implant_size,String,512
00686221,ImplantTemplateVersion,Implant Template Version,LO,implant_template_version,String,512
00686222,ReplacedImplantTemplateSequence,Replaced Implant Template Sequence,SQ,replaced_implant_template_sequence,String,128
00686223,ImplantType,Implant Type,CS,implant_type,String,128
00686224,DerivationImplantTemplateSequence,Derivation Implant Template Sequence,SQ,derivation_implant_template_sequence,String,128
00686225,OriginalImplantTemplateSequence,Original Implant Template Sequence,SQ,original_implant_template_sequence,String,128
00686226,EffectiveDateTime,Effective DateTime,DT,effective_datetime,String,208
00686230,ImplantTargetAnatomySequence,Implant Target Anatomy Sequence,SQ,implant_target_anatomy_sequence,String,128
00686260,InformationFromManufacturerSequence,Information From Manufacturer Sequence,SQ,information_from_manufacturer_sequence,String,128
00686265,NotificationFromManufacturerSequence,Notification From Manufacturer Sequence,SQ,notification_from_manufacturer_sequence,String,128
00686270,InformationIssueDateTime,Information Issue DateTime,DT,information_issue_datetime,String,208
00686280,InformationSummary,Information Summary,ST,information_summary,Text
006862A0,ImplantRegulatoryDisapprovalCodeSequence,Implant Regulatory Disapproval Code Sequence,SQ,implant_regulatory_disapproval_code_sequence,String,128
006862A5,OverallTemplateSpatialTolerance,Overall Template Spatial Tolerance,FD,overall_template_spatial_tolerance,String,64
006862C0,HPGLDocumentSequence,HPGL Document Sequence,SQ,hpgl_document_sequence,String,128
006862D0,HPGLDocumentID,HPGL Document ID,US,hpgl_document_id,String,16
006862D5,HPGLDocumentLabel,HPGL Document Label,LO,hpgl_document_label,String,512
006862E0,ViewOrientationCodeSequence,View Orientation Code Sequence,SQ,view_orientation_code_sequence,String,128
006862F0,ViewOrientationModifierCodeSequence,View Orientation Modifier Code Sequence,SQ,view_orientation_modifier_code_sequence,String,128
006862F2,HPGLDocumentScaling,HPGL Document Scaling,FD,hpgl_document_scaling,String,64
00686300,HPGLDocument,HPGL Document,OB,hpgl_document,String,64
00686310,HPGLContourPenNumber,HPGL Contour Pen Number,US,hpgl_contour_pen_number,String,16
00686320,HPGLPenSequence,HPGL Pen Sequence,SQ,hpgl_pen_sequence,String,128
00686330,HPGLPenNumber,HPGL Pen Number,US,hpgl_pen_number,String,16
00686340,HPGLPenLabel,HPGL Pen Label,LO,hpgl_pen_label,String,512
00686345,HPGLPenDescription,HPGL Pen Description,ST,hpgl_pen_description,Text
00686346,RecommendedRotationPoint,Recommended Rotation Point,FD,recommended_rotation_point,String,64
00686347,BoundingRectangle,Bounding Rectangle,FD,bounding_rectangle,String,64
00686350,ImplantTemplate3DModelSurfaceNumber,Implant Template 3D Model Surface Number,US,implant_template_three_d_model_surface_number,String,16
00686360,SurfaceModelDescriptionSequence,Surface Model Description Sequence,SQ,surface_model_description_sequence,String,128
00686380,SurfaceModelLabel,Surface Model Label,LO,surface_model_label,String,512
00686390,SurfaceModelScalingFactor,Surface Model Scaling Factor,FD,surface_model_scaling_factor,String,64
006863A0,MaterialsCodeSequence,Materials Code Sequence,SQ,materials_code_sequence,String,128
006863A4,CoatingMaterialsCodeSequence,Coating Materials Code Sequence,SQ,coating_materials_code_sequence,String,128
006863A8,ImplantTypeCodeSequence,Implant Type Code Sequence,SQ,implant_type_code_sequence,String,128
006863AC,FixationMethodCodeSequence,Fixation Method Code Sequence,SQ,fixation_method_code_sequence,String,128
006863B0,MatingFeatureSetsSequence,Mating Feature Sets Sequence,SQ,mating_feature_sets_sequence,String,128
006863C0,MatingFeatureSetID,Mating Feature Set ID,US,mating_feature_set_id,String,16
006863D0,MatingFeatureSetLabel,Mating Feature Set Label,LO,mating_feature_set_label,String,512
006863E0,MatingFeatureSequence,Mating Feature Sequence,SQ,mating_feature_sequence,String,128
006863F0,MatingFeatureID,Mating Feature ID,US,mating_feature_id,String,16
00686400,MatingFeatureDegreeOfFreedomSequence,Mating Feature Degree of Freedom Sequence,SQ,mating_feature_degree_of_freedom_sequence,String,128
00686410,DegreeOfFreedomID,Degree of Freedom ID,US,degree_of_freedom_id,String,16
00686420,DegreeOfFreedomType,Degree of Freedom Type,CS,degree_of_freedom_type,String,128
00686430,TwoDMatingFeatureCoordinatesSequence,2D Mating Feature Coordinates Sequence,SQ,tow_d_mating_feature_coordinates_sequence,String,128
00686440,ReferencedHPGLDocumentID,Referenced HPGL Document ID,US,referenced_hpgl_document_id,String,16
00686450,TwoDMatingPoint,2D Mating Point,FD,tow_d_mating_point,String,64
00686460,TwoDMatingAxes,2D Mating Axes,FD,tow_d_mating_axes,String,64
00686470,TwoDDegreeOfFreedomSequence,2D Degree of Freedom Sequence,SQ,tow_d_degree_of_freedom_sequence,String,128
00686490,ThreeDDegreeOfFreedomAxis,3D Degree of Freedom Axis,FD,three_d_degree_of_freedom_axis,String,64
006864A0,RangeOfFreedom,Range of Freedom,FD,range_of_freedom,String,64
006864C0,ThreeDMatingPoint,3D Mating Point,FD,three_d_mating_point,String,64
006864D0,ThreeDMatingAxes,3D Mating Axes,FD,three_d_mating_axes,String,64
006864F0,TwoDDegreeOfFreedomAxis,2D Degree of Freedom Axis,FD,tow_d_degree_of_freedom_axis,String,64
00686500,PlanningLandmarkPointSequence,Planning Landmark Point Sequence,SQ,planning_landmark_point_sequence,String,128
00686510,PlanningLandmarkLineSequence,Planning Landmark Line Sequence,SQ,planning_landmark_line_sequence,String,128
00686520,PlanningLandmarkPlaneSequence,Planning Landmark Plane Sequence,SQ,planning_landmark_plane_sequence,String,128
00686530,PlanningLandmarkID,Planning Landmark ID,US,planning_landmark_id,String,16
00686540,PlanningLandmarkDescription,Planning Landmark Description,LO,planning_landmark_description,String,512
00686545,PlanningLandmarkIdentificationCodeSequence,Planning Landmark Identification Code Sequence,SQ,planning_landmark_identification_code_sequence,String,128
00686550,TwoDPointCoordinatesSequence,2D Point Coordinates Sequence,SQ,tow_d_point_coordinates_sequence,String,128
00686560,TwoDPointCoordinates,2D Point Coordinates,FD,tow_d_point_coordinates,String,64
00686590,ThreeDPointCoordinates,3D Point Coordinates,FD,three_d_point_coordinates,String,64
006865A0,TwoDLineCoordinatesSequence,2D Line Coordinates Sequence,SQ,tow_d_line_coordinates_sequence,String,128
006865B0,TwoDLineCoordinates,2D Line Coordinates,FD,tow_d_line_coordinates,String,64
006865D0,ThreeDLineCoordinates,3D Line Coordinates,FD,three_d_line_coordinates,String,64
006865E0,TwoDPlaneCoordinatesSequence,2D Plane Coordinates Sequence,SQ,tow_d_plane_coordinates_sequence,String,128
006865F0,TwoDPlaneIntersection,2D Plane Intersection,FD,tow_d_plane_intersection,String,64
00686610,ThreeDPlaneOrigin,3D Plane Origin,FD,three_d_plane_origin,String,64
00686620,ThreeDPlaneNormal,3D Plane Normal,FD,three_d_plane_normal,String,64
00687001,ModelModification,Model Modification,CS,model_modification,String,128
00687002,ModelMirroring,Model Mirroring,CS,model_mirroring,String,128
00687003,ModelUsageCodeSequence,Model Usage Code Sequence,SQ,model_usage_code_sequence,String,128
00687004,ModelGroupUID,Model Group UID,UI,model_group_uid,String,512
00687005,RelativeURIReferenceWithinEncapsulatedDocument,Relative URI Reference Within Encapsulated Document,UR,relative_uri_reference_within_encapsulated_document,String,64
00700001,GraphicAnnotationSequence,Graphic Annotation Sequence,SQ,graphic_annotation_sequence,String,128
00700002,GraphicLayer,Graphic Layer,CS,graphic_layer,String,128
00700003,BoundingBoxAnnotationUnits,Bounding Box Annotation Units,CS,bounding_box_annotation_units,String,128
00700004,AnchorPointAnnotationUnits,Anchor Point Annotation Units,CS,anchor_point_annotation_units,String,128
00700005,GraphicAnnotationUnits,Graphic Annotation Units,CS,graphic_annotation_units,String,128
00700006,UnformattedTextValue,Unformatted Text Value,ST,unformatted_text_value,Text
00700008,TextObjectSequence,Text Object Sequence,SQ,text_object_sequence,String,128
00700009,GraphicObjectSequence,Graphic Object Sequence,SQ,graphic_object_sequence,String,128
00700010,BoundingBoxTopLeftHandCorner,Bounding Box Top Left Hand Corner,FL,bounding_box_top_left_hand_corner,String,32
00700011,BoundingBoxBottomRightHandCorner,Bounding Box Bottom Right Hand Corner,FL,bounding_box_bottom_right_hand_corner,String,32
00700012,BoundingBoxTextHorizontalJustification,Bounding Box Text Horizontal Justification,CS,bounding_box_text_horizontal_justification,String,128
00700014,AnchorPoint,Anchor Point,FL,anchor_point,String,32
00700015,AnchorPointVisibility,Anchor Point Visibility,CS,anchor_point_visibility,String,128
00700020,GraphicDimensions,Graphic Dimensions,US,graphic_dimensions,String,16
00700021,NumberOfGraphicPoints,Number of Graphic Points,US,number_of_graphic_points,String,16
00700022,GraphicData,Graphic Data,FL,graphic_data,String,32
00700023,GraphicType,Graphic Type,CS,graphic_type,String,128
00700024,GraphicFilled,Graphic Filled,CS,graphic_filled,String,128
00700040,ImageRotationRetired,Image Rotation (Retired),IS,image_rotation_retired,String,96
00700041,ImageHorizontalFlip,Image Horizontal Flip,CS,image_horizontal_flip,String,128
00700042,ImageRotation,Image Rotation,US,image_rotation,String,16
00700050,DisplayedAreaTopLeftHandCornerTrial,Displayed Area Top Left Hand Corner (Trial),US,displayed_area_top_left_hand_corner_trial,String,16
00700051,DisplayedAreaBottomRightHandCornerTrial,Displayed Area Bottom Right Hand Corner (Trial),US,displayed_area_bottom_right_hand_corner_trial,String,16
00700052,DisplayedAreaTopLeftHandCorner,Displayed Area Top Left Hand Corner,SL,displayed_area_top_left_hand_corner,String,32
00700053,DisplayedAreaBottomRightHandCorner,Displayed Area Bottom Right Hand Corner,SL,displayed_area_bottom_right_hand_corner,String,32
0070005A,DisplayedAreaSelectionSequence,Displayed Area Selection Sequence,SQ,displayed_area_selection_sequence,String,128
00700060,GraphicLayerSequence,Graphic Layer Sequence,SQ,graphic_layer_sequence,String,128
00700062,GraphicLayerOrder,Graphic Layer Order,IS,graphic_layer_order,String,96
00700066,GraphicLayerRecommendedDisplayGrayscaleValue,Graphic Layer Recommended Display Grayscale Value,US,graphic_layer_recommended_display_grayscale_value,String,16
00700067,GraphicLayerRecommendedDisplayRGBValue,Graphic Layer Recommended Display RGB Value,US,graphic_layer_recommended_display_rgb_value,String,16
00700068,GraphicLayerDescription,Graphic Layer Description,LO,graphic_layer_description,String,512
00700080,ContentLabel,Content Label,CS,content_label,String,128
00700081,ContentDescription,Content Description,LO,content_description,String,512
00700082,PresentationCreationDate,Presentation Creation Date,DA,presentation_creation_date,String,64
00700083,PresentationCreationTime,Presentation Creation Time,TM,presentation_creation_time,String,128
00700084,ContentCreatorName,Content Creator's Name,PN,content_creator_s_name,String,512
00700086,ContentCreatorIdentificationCodeSequence,Content Creator's Identification Code Sequence,SQ,content_creator_s_identification_code_sequence,String,128
00700087,AlternateContentDescriptionSequence,Alternate Content Description Sequence,SQ,alternate_content_description_sequence,String,128
00700100,PresentationSizeMode,Presentation Size Mode,CS,presentation_size_mode,String,128
00700101,PresentationPixelSpacing,Presentation Pixel Spacing,DS,presentation_pixel_spacing,String,128
00700102,PresentationPixelAspectRatio,Presentation Pixel Aspect Ratio,IS,presentation_pixel_aspect_ratio,String,96
00700103,PresentationPixelMagnificationRatio,Presentation Pixel Magnification Ratio,FL,presentation_pixel_magnification_ratio,String,32
00700207,GraphicGroupLabel,Graphic Group Label,LO,graphic_group_label,String,512
00700208,GraphicGroupDescription,Graphic Group Description,ST,graphic_group_description,Text
00700209,CompoundGraphicSequence,Compound Graphic Sequence,SQ,compound_graphic_sequence,String,128
00700226,CompoundGraphicInstanceID,Compound Graphic Instance ID,UL,compound_graphic_instance_id,String,32
00700227,FontName,Font Name,LO,font_name,String,512
00700228,FontNameType,Font Name Type,CS,font_name_type,String,128
00700229,CSSFontName,CSS Font Name,LO,css_font_name,String,512
00700230,RotationAngle,Rotation Angle,FD,rotation_angle,String,64
00700231,TextStyleSequence,Text Style Sequence,SQ,text_style_sequence,String,128
00700232,LineStyleSequence,Line Style Sequence,SQ,line_style_sequence,String,128
00700233,FillStyleSequence,Fill Style Sequence,SQ,fill_style_sequence,String,128
00700234,GraphicGroupSequence,Graphic Group Sequence,SQ,graphic_group_sequence,String,128
00700241,TextColorCIELabValue,Text Color CIELab Value,US,text_color_cielab_value,String,16
00700242,HorizontalAlignment,Horizontal Alignment,CS,horizontal_alignment,String,128
00700243,VerticalAlignment,Vertical Alignment,CS,vertical_alignment,String,128
00700244,ShadowStyle,Shadow Style,CS,shadow_style,String,128
00700245,ShadowOffsetX,Shadow Offset X,FL,shadow_offset_x,String,32
00700246,ShadowOffsetY,Shadow Offset Y,FL,shadow_offset_y,String,32
00700247,ShadowColorCIELabValue,Shadow Color CIELab Value,US,shadow_color_cielab_value,String,16
00700248,Underlined,Underlined,CS,underlined,String,128
00700249,Bold,Bold,CS,bold,String,128
00700250,Italic,Italic,CS,italic,String,128
00700251,PatternOnColorCIELabValue,Pattern On Color CIELab Value,US,pattern_on_color_cielab_value,String,16
00700252,PatternOffColorCIELabValue,Pattern Off Color CIELab Value,US,pattern_off_color_cielab_value,String,16
00700253,LineThickness,Line Thickness,FL,line_thickness,String,32
00700254,LineDashingStyle,Line Dashing Style,CS,line_dashing_style,String,128
00700255,LinePattern,Line Pattern,UL,line_pattern,String,32
00700256,FillPattern,Fill Pattern,OB,fill_pattern,String,64
00700257,FillMode,Fill Mode,CS,fill_mode,String,128
00700258,ShadowOpacity,Shadow Opacity,FL,shadow_opacity,String,32
00700261,GapLength,Gap Length,FL,gap_length,String,32
00700262,DiameterOfVisibility,Diameter of Visibility,FL,diameter_of_visibility,String,32
00700273,RotationPoint,Rotation Point,FL,rotation_point,String,32
00700274,TickAlignment,Tick Alignment,CS,tick_alignment,String,128
00700278,ShowTickLabel,Show Tick Label,CS,show_tick_label,String,128
00700279,TickLabelAlignment,Tick Label Alignment,CS,tick_label_alignment,String,128
00700282,CompoundGraphicUnits,Compound Graphic Units,CS,compound_graphic_units,String,128
00700284,PatternOnOpacity,Pattern On Opacity,FL,pattern_on_opacity,String,32
00700285,PatternOffOpacity,Pattern Off Opacity,FL,pattern_off_opacity,String,32
00700287,MajorTicksSequence,Major Ticks Sequence,SQ,major_ticks_sequence,String,128
00700288,TickPosition,Tick Position,FL,tick_position,String,32
00700289,TickLabel,Tick Label,SH,tick_label,String,128
00700294,CompoundGraphicType,Compound Graphic Type,CS,compound_graphic_type,String,128
00700295,GraphicGroupID,Graphic Group ID,UL,graphic_group_id,String,32
00700306,ShapeType,Shape Type,CS,shape_type,String,128
00700308,RegistrationSequence,Registration Sequence,SQ,registration_sequence,String,128
00700309,MatrixRegistrationSequence,Matrix Registration Sequence,SQ,matrix_registration_sequence,String,128
0070030A,MatrixSequence,Matrix Sequence,SQ,matrix_sequence,String,128
0070030B,FrameOfReferenceToDisplayedCoordinateSystemTransformationMatrix,Frame of Reference to Displayed Coordinate System Transformation Matrix,FD,frame_of_reference_to_displayed_coordinate_system_transformation_matrix,String,64
0070030C,FrameOfReferenceTransformationMatrixType,Frame of Reference Transformation Matrix Type,CS,frame_of_reference_transformation_matrix_type,String,128
0070030D,RegistrationTypeCodeSequence,Registration Type Code Sequence,SQ,registration_type_code_sequence,String,128
0070030F,FiducialDescription,Fiducial Description,ST,fiducial_description,Text
00700310,FiducialIdentifier,Fiducial Identifier,SH,fiducial_identifier,String,128
00700311,FiducialIdentifierCodeSequence,Fiducial Identifier Code Sequence,SQ,fiducial_identifier_code_sequence,String,128
00700312,ContourUncertaintyRadius,Contour Uncertainty Radius,FD,contour_uncertainty_radius,String,64
00700314,UsedFiducialsSequence,Used Fiducials Sequence,SQ,used_fiducials_sequence,String,128
00700318,GraphicCoordinatesDataSequence,Graphic Coordinates Data Sequence,SQ,graphic_coordinates_data_sequence,String,128
0070031A,FiducialUID,Fiducial UID,UI,fiducial_uid,String,512
0070031B,ReferencedFiducialUID,Referenced Fiducial UID,UI,referenced_fiducial_uid,String,512
0070031C,FiducialSetSequence,Fiducial Set Sequence,SQ,fiducial_set_sequence,String,128
0070031E,FiducialSequence,Fiducial Sequence,SQ,fiducial_sequence,String,128
0070031F,FiducialsPropertyCategoryCodeSequence,Fiducials Property Category Code Sequence,SQ,fiducials_property_category_code_sequence,String,128
00700401,GraphicLayerRecommendedDisplayCIELabValue,Graphic Layer Recommended Display CIELab Value,US,graphic_layer_recommended_display_cielab_value,String,16
00700402,BlendingSequence,Blending Sequence,SQ,blending_sequence,String,128
00700403,RelativeOpacity,Relative Opacity,FL,relative_opacity,String,32
00700404,ReferencedSpatialRegistrationSequence,Referenced Spatial Registration Sequence,SQ,referenced_spatial_registration_sequence,String,128
00700405,BlendingPosition,Blending Position,CS,blending_position,String,128
00701101,PresentationDisplayCollectionUID,Presentation Display Collection UID,UI,presentation_display_collection_uid,String,512
00701102,PresentationSequenceCollectionUID,Presentation Sequence Collection UID,UI,presentation_sequence_collection_uid,String,512
00701103,PresentationSequencePositionIndex,Presentation Sequence Position Index,US,presentation_sequence_position_index,String,16
